REF_DATE,GEO,DGUID,VALUE
2021,Nanaimo A (5921010) RDA,2021A00055921010,5
2021,Minden Hills (3546015) TP,2021A00053546015,5
2021,Elizabethtown-Kitley (3507014) TP,2021A00053507014,5
2021,Elizabethtown-Kitley (3507014) TP,2021A00053507014,5
2021,Arnprior (3547002) T,2021A00053547002,5
2021,Pitt Meadows (5915070) CY,2021A00055915070,5
2021,Bonnyville No. 87 (4812004) MD,2021A00054812004,5
2021,High River (4806006) T,2021A00054806006,5
2021,Lac-Mégantic (2430030) V,2021A00052430030,5
2021,Verchères (2459025) MÉ,2021A00052459025,5
2021,Saint-Henri (2419068) MÉ,2021A00052419068,5
2021,Wetaskiwin County No. 10 (4811001) MD,2021A00054811001,5
2021,Clearwater County (4809002) MD,2021A00054809002,5
2021,"Pictou, Subd. C (1212011) SC",2021A00051212011,5
2021,Southwest Middlesex (3539005) MU,2021A00053539005,5
2021,Tay Valley (3509015) TP,2021A00053509015,5
2021,St. Paul (4812018) T,2021A00054812018,5
2021,Lloydminster (Part) (4717029) CY,2021A00054717029,5
2021,Fort Frances (3559012) T,2021A00053559012,5
2021,Champlain (3502010) TP,2021A00053502010,5
2021,Fernie (5901012) CY,2021A00055901012,5
2021,East Kootenay C (5901035) RDA,2021A00055901035,5
2021,Huntsville (3544042) T,2021A00053544042,5
2021,Vegreville (4810028) T,2021A00054810028,5
2021,North Middlesex (3539041) MU,2021A00053539041,5
2021,Courtenay (5926010) CY,2021A00055926010,5
2021,Strathmore (4805018) T,2021A00054805018,5
2021,Severn (3543015) TP,2021A00053543015,5
2021,Acton Vale (2448028) V,2021A00052448028,5
2021,Sackville (1307009) TV,2021A00051307009,5
2021,Beresford (1315012) P,2021A00051315012,5
2021,Beaubassin East / Beaubassin-est (1307005) RCR,2021A00051307005,5
2021,Mountain View County (4806028) MD,2021A00054806028,5
2021,Cranbrook (5901022) CY,2021A00055901022,5
2021,Tay (3543071) TP,2021A00053543071,5
2021,"Antigonish, Subd. B (1214006) SC",2021A00051214006,5
2021,Kentville (1207012) T,2021A00051207012,5
2021,Kent (5909032) DM,2021A00055909032,5
2021,Woolwich (3530035) TP,2021A00053530035,5
2021,North Perth (3531040) MU,2021A00053531040,5
2021,Saugeen Shores (3541045) T,2021A00053541045,5
2021,Brazeau County (4811032) MD,2021A00054811032,5
2021,L'Ange-Gardien (2482005) MÉ,2021A00052482005,5
2021,Tillsonburg (3532004) T,2021A00053532004,5
2021,Wasaga Beach (3543064) T,2021A00053543064,5
2021,Lincoln (3526057) T,2021A00053526057,5
2021,Comox Valley A (5926021) RDA,2021A00055926021,5
2021,Comox Valley A (5926021) RDA,2021A00055926021,5
2021,Moncton (1307019) P,2021A00051307019,5
2021,Laurentian Valley (3547075) TP,2021A00053547075,5
2021,Sainte-Catherine-de-la-Jacques-Cartier (2422005) V,2021A00052422005,5
2021,Macdonald (4610035) RM,2021A00054610035,5
2021,Owen Sound (3542059) CY,2021A00053542059,5
2021,Windsor (2442088) V,2021A00052442088,5
2021,Saint-Hippolyte (2475045) MÉ,2021A00052475045,5
2021,Humboldt (4715008) CY,2021A00054715008,5
2021,"Annapolis, Subd. A (1205004) SC",2021A00051205004,5
2021,Whitewater Region (3547056) TP,2021A00053547056,5
2021,St. Marys (3531016) T,2021A00053531016,5
2021,Augusta (3507006) TP,2021A00053507006,5
2021,Tweed (3512030) MU,2021A00053512030,5
2021,South Dundas (3501020) MU,2021A00053501020,5
2021,Didsbury (4806032) T,2021A00054806032,5
2021,Slave Lake (4817029) T,2021A00054817029,5
2021,Brazeau County (4811032) MD,2021A00054811032,5
2021,Saint-Sauveur (2477043) V,2021A00052477043,5
2021,Chertsey (2462047) MÉ,2021A00052462047,5
2021,Les Coteaux (2471033) MÉ,2021A00052471033,5
2021,Shelburne (3522021) T,2021A00053522021,5
2021,"Annapolis, Subd. C (1205014) SC",2021A00051205014,5
2021,"Kings, Subd. D (1207021) SC",2021A00051207021,5
2021,"Kings, Subd. D (1207021) SC",2021A00051207021,5
2021,Beckwith (3509024) TP,2021A00053509024,5
2021,Mapleton (3523033) TP,2021A00053523033,5
2021,Uxbridge (3518029) TP,2021A00053518029,5
2021,Westlock County (4813028) MD,2021A00054813028,5
2021,Drayton Valley (4811031) T,2021A00054811031,5
2021,South Stormont (3501011) TP,2021A00053501011,5
2021,North Cowichan (5919008) DM,2021A00055919008,5
2021,Port Moody (5915043) CY,2021A00055915043,5
2021,Parry Sound (3549032) T,2021A00053549032,5
2021,Rothesay (1305045) TV,2021A00051305045,5
2021,Bathurst (1315011) C,2021A00051315011,5
2021,Collingwood (3543031) T,2021A00053543031,5
2021,Otonabee-South Monaghan (3515005) TP,2021A00053515005,5
2021,Dysart et al (3546024) MU,2021A00053546024,5
2021,St. Clair (3538003) TP,2021A00053538003,5
2021,Mississippi Mills (3509030) T,2021A00053509030,5
2021,Winkler (4603050) CY,2021A00054603050,5
2021,Pelham (3526028) T,2021A00053526028,5
2021,Essex (3537016) T,2021A00053537016,5
2021,Wilmot (3530020) TP,2021A00053530020,5
2021,Perth (3509021) T,2021A00053509021,5
2021,Oliver Paipoonge (3558011) MU,2021A00053558011,5
2021,"Algoma, Unorganized, North Part (3557095) NO",2021A00053557095,5
2021,Saint-Apollinaire (2433090) MÉ,2021A00052433090,5
2021,Saint-Apollinaire (2433090) MÉ,2021A00052433090,5
2021,Boischatel (2421045) MÉ,2021A00052421045,5
2021,Saint-Calixte (2463055) MÉ,2021A00052463055,5
2021,Nanaimo E (5921030) RDA,2021A00055921030,5
2021,Comox Valley B (Lazo North) (5926022) RDA,2021A00055926022,5
2021,Comox Valley B (Lazo North) (5926022) RDA,2021A00055926022,5
2021,Grey Highlands (3542015) MU,2021A00053542015,5
2021,Vernon (5937014) CY,2021A00055937014,5
2021,Saint-Boniface (2451085) MÉ,2021A00052451085,5
2021,Saint-Boniface (2451085) MÉ,2021A00052451085,5
2021,Central Kootenay H (5903052) RDA,2021A00055903052,5
2021,Paradise (1001517) T,2021A00051001517,5
2021,Stirling-Rawdon (3512020) TP,2021A00053512020,5
2021,Stratford (1102080) T,2021A00051102080,5
2021,Edwardsburgh/Cardinal (3507004) TP,2021A00053507004,5
2021,Bluewater (3540010) MU,2021A00053540010,5
2021,Blandford-Blenheim (3532045) TP,2021A00053532045,5
2021,Stone Mills (3511030) TP,2021A00053511030,5
2021,Armstrong (5937028) CY,2021A00055937028,5
2021,Erin (3523017) T,2021A00053523017,5
2021,Selkirk (4613047) CY,2021A00054613047,5
2021,Torbay (1001509) T,2021A00051001509,5
2021,Happy Valley-Goose Bay (1010025) T,2021A00051010025,5
2021,La Pêche (2482035) MÉ,2021A00052482035,5
2021,L'Épiphanie (2460037) V,2021A00052460037,5
2021,McNab/Braeside (3547003) TP,2021A00053547003,5
2021,Muskoka Lakes (3544053) TP,2021A00053544053,5
2021,Kirkland Lake (3554068) T,2021A00053554068,5
2021,Greater Napanee (3511015) T,2021A00053511015,5
2021,Marystown (1002024) T,2021A00051002024,5
2021,Stephenville (1004019) T,2021A00051004019,5
2021,Stephenville (1004019) T,2021A00051004019,5
2021,Labrador City (1010032) T,2021A00051010032,5
2021,Clarenville (1007013) T,2021A00051007013,10
2021,Springfield (4612047) RM,2021A00054612047,10
2021,Niverville (4602046) T,2021A00054602046,10
2021,Okotoks (4806012) T,2021A00054806012,10
2021,View Royal (5917047) T,2021A00055917047,10
2021,L'Épiphanie (2460037) V,2021A00052460037,10
2021,Happy Valley-Goose Bay (1010025) T,2021A00051010025,10
2021,Morinville (4811068) T,2021A00054811068,10
2021,Val-des-Sources (2440043) V,2021A00052440043,10
2021,Saint-Joseph-de-Beauce (2427043) V,2021A00052427043,10
2021,Miramichi (1309050) C,2021A00051309050,10
2021,Saint-Lambert-de-Lauzon (2426070) MÉ,2021A00052426070,10
2021,Cramahe (3514014) TP,2021A00053514014,10
2021,Windsor (2442088) V,2021A00052442088,10
2021,Portage la Prairie (4609029) CY,2021A00054609029,10
2021,Bromont (2446078) V,2021A00052446078,10
2021,Kenora (3560010) CY,2021A00053560010,10
2021,Beauceville (2427028) V,2021A00052427028,10
2021,Rideau Lakes (3507040) TP,2021A00053507040,10
2021,Tracadie (1315002) MRM,2021A00051315002,10
2021,Parry Sound (3549032) T,2021A00053549032,10
2021,Magog (2445072) V,2021A00052445072,10
2021,West Vancouver (5915055) DM,2021A00055915055,10
2021,Mission (5909056) DM,2021A00055909056,10
2021,La Tuque (2490012) V,2021A00052490012,10
2021,Beckwith (3509024) TP,2021A00053509024,10
2021,Meadow Lake (4717052) CY,2021A00054717052,10
2021,Norfolk County (3528052) CY,2021A00053528052,10
2021,Southgate (3542005) TP,2021A00053542005,10
2021,Val-David (2478010) VL,2021A00052478010,10
2021,Baie-Comeau (2496020) V,2021A00052496020,10
2021,Rivière-du-Loup (2412072) V,2021A00052412072,10
2021,Cantley (2482020) MÉ,2021A00052482020,10
2021,Tay (3543071) TP,2021A00053543071,10
2021,South Dundas (3501020) MU,2021A00053501020,10
2021,"Thunder Bay, Unorganized (3558090) NO",2021A00053558090,10
2021,South Frontenac (3510020) TP,2021A00053510020,10
2021,Port Colborne (3526011) CY,2021A00053526011,10
2021,Saint-Raymond (2434128) V,2021A00052434128,10
2021,Saint-Joseph-de-Beauce (2427043) V,2021A00052427043,10
2021,West Kelowna (5935029) CY,2021A00055935029,10
2021,Kawartha Lakes (3516010) CY,2021A00053516010,10
2021,Smiths Falls (3509004) T,2021A00053509004,10
2021,Notre-Dame-du-Mont-Carmel (2437235) PE,2021A00052437235,10
2021,Rawdon (2462037) MÉ,2021A00052462037,10
2021,Saint-Lambert-de-Lauzon (2426070) MÉ,2021A00052426070,10
2021,Fernie (5901012) CY,2021A00055901012,10
2021,"Cumberland, Subd. B (1211006) SC",2021A00051211006,10
2021,Georgian Bluffs (3542053) TP,2021A00053542053,10
2021,Fort St. John (5955034) CY,2021A00055955034,10
2021,Campbellton (1314014) C,2021A00051314014,10
2021,Perth (3509021) T,2021A00053509021,10
2021,Trent Lakes (3515044) MU,2021A00053515044,10
2021,Penetanguishene (3543072) T,2021A00053543072,10
2021,Roberval (2491025) V,2021A00052491025,10
2021,Saint-Pie (2454008) V,2021A00052454008,10
2021,Digby (1203004) MD,2021A00051203004,10
2021,Zorra (3532027) TP,2021A00053532027,10
2021,Renfrew (3547048) T,2021A00053547048,10
2021,Georgina (3519070) T,2021A00053519070,10
2021,New Tecumseth (3543007) T,2021A00053543007,10
2021,Sioux Lookout (3560034) MU,2021A00053560034,10
2021,Lanark Highlands (3509039) TP,2021A00053509039,10
2021,Amos (2488055) V,2021A00052488055,10
2021,Innisfil (3543017) T,2021A00053543017,10
2021,Blackfalds (4808029) T,2021A00054808029,10
2021,Lac Ste. Anne County (4813001) MD,2021A00054813001,10
2021,Lac Ste. Anne County (4813001) MD,2021A00054813001,10
2021,Saint-Henri (2419068) MÉ,2021A00052419068,10
2021,Verchères (2459025) MÉ,2021A00052459025,10
2021,Lac-Mégantic (2430030) V,2021A00052430030,10
2021,Bonnyville No. 87 (4812004) MD,2021A00054812004,10
2021,Farnham (2446112) V,2021A00052446112,10
2021,Woodstock (1311006) TV,2021A00051311006,10
2021,Wainfleet (3526014) TP,2021A00053526014,10
2021,Gananoque (3507024) T,2021A00053507024,10
2021,White Rock (5915007) CY,2021A00055915007,10
2021,Stettler (4807026) T,2021A00054807026,10
2021,Slave Lake (4817029) T,2021A00054817029,10
2021,Kenora (3560010) CY,2021A00053560010,10
2021,Ponoka County (4808038) MD,2021A00054808038,10
2021,Peace River C (5955042) RDA,2021A00055955042,10
2021,Queens (1204010) RGM,2021A00051204010,10
2021,New Glasgow (1212014) T,2021A00051212014,10
2021,Amherst (1211011) T,2021A00051211011,10
2021,Saint-Honoré (2494240) V,2021A00052494240,10
2021,Saint Marys (1310031) P,2021A00051310031,10
2021,Kitimat (5949005) DM,2021A00055949005,10
2021,Medicine Hat (4801006) CY,2021A00054801006,10
2021,Roberval (2491025) V,2021A00052491025,10
2021,Banff (4815035) T,2021A00054815035,10
2021,Vermilion River County (4810036) MD,2021A00054810036,10
2021,Innisfail (4808008) T,2021A00054808008,10
2021,Goderich (3540028) T,2021A00053540028,10
2021,Truro (1210006) T,2021A00051210006,10
2021,"Colchester, Subd. C (1210001) SC",2021A00051210001,10
2021,Moose Jaw (4707039) CY,2021A00054707039,10
2021,Mont-Laurier (2479088) V,2021A00052479088,10
2021,Bonnyville (4812009) T,2021A00054812009,10
2021,Elliot Lake (3557041) CY,2021A00053557041,10
2021,St. Paul County No. 19 (4812014) MD,2021A00054812014,10
2021,Saint-Pie (2454008) V,2021A00052454008,10
2021,Orangeville (3522014) T,2021A00053522014,10
2021,Leamington (3537003) MU,2021A00053537003,10
2021,Matane (2408053) V,2021A00052408053,10
2021,Steinbach (4602044) CY,2021A00054602044,10
2021,Temiskaming Shores (3554020) CY,2021A00053554020,10
2021,Thorold (3526037) CY,2021A00053526037,10
2021,Nanaimo F (5921032) RDA,2021A00055921032,10
2021,Stony Plain (4811048) T,2021A00054811048,10
2021,McMasterville (2457025) MÉ,2021A00052457025,10
2021,Lunenburg (1206001) MD,2021A00051206001,10
2021,Osoyoos (5907005) T,2021A00055907005,10
2021,Midland (3543074) T,2021A00053543074,10
2021,Donnacona (2434025) V,2021A00052434025,10
2021,Baie-Saint-Paul (2416013) V,2021A00052416013,10
2021,Baie-Saint-Paul (2416013) V,2021A00052416013,10
2021,Lachute (2476020) V,2021A00052476020,10
2021,Sainte-Adèle (2477022) V,2021A00052477022,10
2021,Beauceville (2427028) V,2021A00052427028,10
2021,Saint-Paul (2461005) MÉ,2021A00052461005,10
2021,Parkland County (4811034) MD,2021A00054811034,10
2021,North Grenville (3507065) MU,2021A00053507065,10
2021,Princeville (2432033) V,2021A00052432033,10
2021,Comox (5926005) T,2021A00055926005,10
2021,Comox (5926005) T,2021A00055926005,10
2021,Nicolet (2450072) V,2021A00052450072,10
2021,Sainte-Brigitte-de-Laval (2422045) V,2021A00052422045,10
2021,Qualicum Beach (5921023) T,2021A00055921023,10
2021,Comox Valley C (Puntledge - Black Creek) (5926024) RDA,2021A00055926024,10
2021,Cowichan Valley B (5919046) RDA,2021A00055919046,10
2021,Contrecoeur (2459035) V,2021A00052459035,10
2021,Notre-Dame-des-Prairies (2461030) V,2021A00052461030,10
2021,Lloydminster (Part) (4810039) CY,2021A00054810039,10
2021,Beauharnois (2470022) V,2021A00052470022,10
2021,Bécancour (2438010) V,2021A00052438010,10
2021,Val-des-Monts (2482015) MÉ,2021A00052482015,10
2021,Chibougamau (2499025) V,2021A00052499025,10
2021,Stratford (3531011) CY,2021A00053531011,10
2021,Cariboo G (5941015) RDA,2021A00055941015,10
2021,Spallumcheen (5937024) DM,2021A00055937024,10
2021,Three Rivers (1101045) T,2021A00051101045,10
2021,Duncan (5919012) CY,2021A00055919012,10
2021,Juan de Fuca (Part 1) (5917054) RDA,2021A00055917054,10
2021,Gander (1006009) T,2021A00051006009,10
2021,Metchosin (5917042) DM,2021A00055917042,10
2021,LaSalle (3537034) T,2021A00053537034,15
2021,Brokenhead (4612054) RM,2021A00054612054,15
2021,Devon (4811018) T,2021A00054811018,15
2021,Central Huron (3540025) MU,2021A00053540025,15
2021,Humboldt (4715008) CY,2021A00054715008,15
2021,The Pas (4621045) T,2021A00054621045,15
2021,Contrecoeur (2459035) V,2021A00052459035,15
2021,North Grenville (3507065) MU,2021A00053507065,15
2021,Central Elgin (3534020) MU,2021A00053534020,15
2021,Leduc (4811016) CY,2021A00054811016,15
2021,La Malbaie (2415013) V,2021A00052415013,15
2021,Saint-Félix-de-Valois (2462007) MÉ,2021A00052462007,15
2021,Morinville (4811068) T,2021A00054811068,15
2021,Vegreville (4810028) T,2021A00054810028,15
2021,Lac-Brome (2446075) V,2021A00052446075,15
2021,Clare (1203001) MD,2021A00051203001,15
2021,Whitewater Region (3547056) TP,2021A00053547056,15
2021,Port-Cartier (2497022) V,2021A00052497022,15
2021,Boischatel (2421045) MÉ,2021A00052421045,15
2021,Hudson (2471100) V,2021A00052471100,15
2021,Coteau-du-Lac (2471040) V,2021A00052471040,15
2021,Thompson (4622026) CY,2021A00054622026,15
2021,"Thunder Bay, Unorganized (3558090) NO",2021A00053558090,15
2021,Barrhead County No. 11 (4813018) MD,2021A00054813018,15
2021,Sooke (5917052) DM,2021A00055917052,15
2021,Havelock-Belmont-Methuen (3515030) TP,2021A00053515030,15
2021,Brighton (3514004) MU,2021A00053514004,15
2021,Kingsville (3537013) T,2021A00053537013,15
2021,South Frontenac (3510020) TP,2021A00053510020,15
2021,Stoneham-et-Tewkesbury (2422035) CU,2021A00052422035,15
2021,Brandon (4607062) CY,2021A00054607062,15
2021,Martensville (4711070) CY,2021A00054711070,15
2021,Hamilton (3514019) TP,2021A00053514019,15
2021,Cookshire-Eaton (2441038) V,2021A00052441038,15
2021,Saint-Roch-de-l'Achigan (2463035) MÉ,2021A00052463035,15
2021,Woodstock (3532042) CY,2021A00053532042,15
2021,Rigaud (2471133) V,2021A00052471133,15
2021,Acton Vale (2448028) V,2021A00052448028,15
2021,West Nipissing / Nipissing Ouest (3548055) M,2021A00053548055,15
2021,Langley (5915002) CY,2021A00055915002,15
2021,Peachland (5935018) DM,2021A00055935018,15
2021,Tweed (3512030) MU,2021A00053512030,15
2021,Squamish (5931006) DM,2021A00055931006,15
2021,Colwood (5917041) CY,2021A00055917041,15
2021,Rocky View County (4806014) MD,2021A00054806014,15
2021,Mont-Tremblant (2478102) V,2021A00052478102,15
2021,Pont-Rouge (2434017) V,2021A00052434017,15
2021,Mississippi Mills (3509030) T,2021A00053509030,15
2021,Kamloops (5933042) CY,2021A00055933042,15
2021,Whitchurch-Stouffville (3519044) T,2021A00053519044,15
2021,Haldimand County (3528018) CY,2021A00053528018,15
2021,Wolfville (1207024) T,2021A00051207024,15
2021,Meaford (3542047) MU,2021A00053542047,15
2021,"Colchester, Subd. B (1210008) SC",2021A00051210008,15
2021,Dryden (3560027) CY,2021A00053560027,15
2021,"Kings, Subd. B (1207016) SC",2021A00051207016,15
2021,Esquimalt (5917040) DM,2021A00055917040,15
2021,Rouyn-Noranda (2486042) V,2021A00052486042,15
2021,Canmore (4815023) T,2021A00054815023,15
2021,Metro Vancouver A (5915020) RDA,2021A00055915020,15
2021,Burton (1303011) P,2021A00051303011,15
2021,Leeds and the Thousand Islands (3507021) TP,2021A00053507021,15
2021,Charlemagne (2460005) V,2021A00052460005,15
2021,Greenview No. 16 (4818015) MD,2021A00054818015,15
2021,Sainte-Martine (2470012) MÉ,2021A00052470012,15
2021,Chelsea (2482025) MÉ,2021A00052482025,15
2021,Campbell River (5924034) CY,2021A00055924034,15
2021,Espanola (3552026) T,2021A00053552026,15
2021,Gravenhurst (3544002) T,2021A00053544002,15
2021,Halton Hills (3524015) T,2021A00053524015,15
2021,Espanola (3552026) T,2021A00053552026,15
2021,Saint-Félix-de-Valois (2462007) MÉ,2021A00052462007,15
2021,Fort Erie (3526003) T,2021A00053526003,15
2021,Rocky Mountain House (4809015) T,2021A00054809015,15
2021,Louiseville (2451015) V,2021A00052451015,15
2021,Conception Bay South (1001485) T,2021A00051001485,15
2021,Grand Falls-Windsor (1006017) T,2021A00051006017,15
2021,"Kings, Subd. C (1207011) SC",2021A00051207011,15
2021,Saint-Paul (2461005) MÉ,2021A00052461005,15
2021,Nicolet (2450072) V,2021A00052450072,15
2021,Oromocto (1303012) TV,2021A00051303012,15
2021,Nanaimo G (5921034) RDA,2021A00055921034,15
2021,Trail (5905014) CY,2021A00055905014,15
2021,Beaver County (4810016) MD,2021A00054810016,15
2021,"Antigonish, Subd. A (1214001) SC",2021A00051214001,15
2021,North Dundas (3501030) TP,2021A00053501030,15
2021,Bridgewater (1206004) T,2021A00051206004,15
2021,The Blue Mountains (3542045) T,2021A00053542045,15
2021,Hawkesbury (3502008) T,2021A00053502008,15
2021,Hope (5909009) DM,2021A00055909009,15
2021,Laurentian Valley (3547075) TP,2021A00053547075,15
2021,La Tuque (2490012) V,2021A00052490012,15
2021,Sainte-Julienne (2463060) MÉ,2021A00052463060,15
2021,Westlock County (4813028) MD,2021A00054813028,15
2021,Ponoka (4808039) T,2021A00054808039,15
2021,Montmagny (2418050) V,2021A00052418050,15
2021,Revelstoke (5939019) CY,2021A00055939019,15
2021,Douro-Dummer (3515023) TP,2021A00053515023,15
2021,Norway House 17 (4622058) IRI,2021A00054622058,15
2021,Pembroke (3547064) CY,2021A00053547064,20
2021,Stony Plain (4811048) T,2021A00054811048,20
2021,Donnacona (2434025) V,2021A00052434025,20
2021,Cape Breton (1217030) RGM,2021A00051217030,20
2021,Lunenburg (1206001) MD,2021A00051206001,20
2021,South Huron (3540005) MU,2021A00053540005,20
2021,Saint-Césaire (2455023) V,2021A00052455023,20
2021,Whitecourt (4813030) T,2021A00054813030,20
2021,Stirling-Rawdon (3512020) TP,2021A00053512020,20
2021,South Bruce (3541004) MU,2021A00053541004,20
2021,Alnwick/Haldimand (3514024) TP,2021A00053514024,20
2021,Saint-Roch-de-l'Achigan (2463035) MÉ,2021A00052463035,20
2021,Langley (5915001) DM,2021A00055915001,20
2021,Corner Brook (1005018) CY,2021A00051005018,20
2021,North Saanich (5917005) DM,2021A00055917005,20
2021,Grande Prairie County No. 1 (4819006) MD,2021A00054819006,20
2021,Neepawa (4615020) T,2021A00054615020,20
2021,Tecumseh (3537048) T,2021A00053537048,20
2021,Labrador City (1010032) T,2021A00051010032,20
2021,"Kenora, Unorganized (3560090) NO",2021A00053560090,20
2021,Smithers (5951043) T,2021A00055951043,20
2021,Stettler County No. 6 (4807019) MD,2021A00054807019,20
2021,Bracebridge (3544018) T,2021A00053544018,20
2021,Yarmouth (1202006) T,2021A00051202006,20
2021,Foothills County (4806001) MD,2021A00054806001,20
2021,Carleton Place (3509028) T,2021A00053509028,20
2021,Loyalist (3511005) TP,2021A00053511005,20
2021,Carleton Place (3509028) T,2021A00053509028,20
2021,Sturgeon County (4811059) MD,2021A00054811059,20
2021,Lac la Biche County (4812037) SM,2021A00054812037,20
2021,Drumheller (4805026) T,2021A00054805026,20
2021,North Glengarry (3501050) TP,2021A00053501050,20
2021,Severn (3543015) TP,2021A00053543015,20
2021,Hanover (3542029) T,2021A00053542029,20
2021,Prince George (5953023) CY,2021A00055953023,20
2021,Argyle (1202001) MD,2021A00051202001,20
2021,St. Thomas (3534021) CY,2021A00053534021,20
2021,Sainte-Marie (2426030) V,2021A00052426030,20
2021,Baie-Comeau (2496020) V,2021A00052496020,20
2021,Chatsworth (3542037) TP,2021A00053542037,20
2021,Melfort (4714051) CY,2021A00054714051,20
2021,Peterborough (3515014) CY,2021A00053515014,20
2021,Val-d'Or (2489008) V,2021A00052489008,20
2021,Springwater (3543009) TP,2021A00053543009,20
2021,Richelieu (2455057) V,2021A00052455057,20
2021,Tiny (3543068) TP,2021A00053543068,20
2021,Alma (2493042) V,2021A00052493042,20
2021,Lambton Shores (3538040) MU,2021A00053538040,20
2021,Lavaltrie (2452007) V,2021A00052452007,20
2021,Rockwood (4614036) RM,2021A00054614036,20
2021,Brantford (3529006) CY,2021A00053529006,20
2021,Pont-Rouge (2434017) V,2021A00052434017,20
